player,position,price,change,priced at,breakeven,last score,last tog,last ppm,last cba,cba change,last ki,ki change,season avg,tog,season ppm,season cba,season ki,last 3 avg,last 3 tog,last 3 ppm,last 3 cba,last 3 ki,ownership total,ownership top 1000,ownership top 100,ownership top 10,ownership top 1000 chg,ownership top 100 chg,ownership top 10 chg,win avg,loss avg,home avg,away avg,opp last score,opp last 3 score,opp career,reserves avg,reserves last
Caleb Daniel,MID/FWD,620000,106000,63,6,114,0.83,1.14,0,0,0.67,0.03,103,0.83,1.03,0,0.65,103,0.83,1.03,0,0.65,0.66,1,1,1,0.01,0,0,114,91,114,91,47,80,86,0,0
Zach Reid,DEF,308000,78000,32,-4,51,0.96,0.44,0,0,0.09,0.09,57,0.91,0.53,0,0.05,57,0.91,0.53,0,0.05,0.64,0.98,1,1,0.03,0.02,0,0,57,51,63,20,20,20,0,0
Tom De Koning,RUC,968000,68000,99,73,107,0.76,1.17,0.91,0.08,0,0,120,0.79,1.27,0.87,0,120,0.79,1.27,0.87,0,0.46,0.98,0.99,1,0.08,0.07,0,0,120,107,132,90,61,61,0,0
Sam Davidson,FWD,302000,72000,31,-7,60,0.77,0.65,0,0,0,0,57,0.76,0.62,0,0,57,0.76,0.62,0,0,0.54,0.98,0.99,1,0.02,0.04,0.1,53,60,57,0,0,0,0,0,0
Connor Rozee,MID,1047000,51000,107,74,145,0.81,1.49,0.65,-0.03,0,0,129,0.83,1.3,0.66,0,129,0.83,1.3,0.66,0,0.37,0.97,0.97,1,0.17,0.17,0.1,145,112,145,112,133,125,114,0,0
Lucas Camporeale,MID,309000,79000,32,5,30,0.67,0.37,0,0,0,0,53,0.77,0.56,0,0,53,0.77,0.56,0,0,0.51,0.94,0.96,0.9,0.03,0.04,0,0,53,30,76,0,0,0,0,0
Jordan Dawson,MID,1122000,42000,115,93,134,0.79,1.41,0.7,0.1,0,0,130,0.81,1.34,0.65,0,130,0.81,1.34,0.65,0,0.32,0.92,0.94,1,0.14,0.2,0,130,0,126,134,122,129,113,0,0
Bailey Smith,MID/FWD,653000,55000,67,19,0,0,0,0,-0.26,0,0,126,0.8,1.31,0.26,0,126,0.8,1.31,0.26,0,0.73,0.94,0.94,1,-0.06,-0.06,0,126,0,126,0,71,67,66,0,0
Clayton Oliver,MID,828000,31000,85,61,114,0.82,1.16,0.71,-0.02,0,0,99,0.83,1,0.72,0,99,0.83,1,0.72,0,0.55,0.96,0.94,1,0.1,0.11,0.3,0,99,84,114,104,111,125,0,0
Levi Ashcroft,MID,433000,105000,44,-4,74,0.78,0.79,0,0,0,0,79,0.77,0.86,0,0,79,0.77,0.86,0,0,0.67,0.95,0.94,1,0.17,0.16,0.4,79,0,74,84,0,0,0,0,0
Tristan Xerri,RUC,1162000,-13000,119,136,90,0.85,0.88,0.84,-0.04,0,0,110,0.84,1.09,0.86,0,110,0.84,1.09,0.86,0,0.59,0.9,0.9,0.9,0.04,0.1,0,90,129,90,129,83,88,88,0,0
Sam De Koning,DEF,669000,105000,68,32,72,0.7,0.86,0.69,-0.13,0,0,98,0.74,1.09,0.76,0,98,0.74,1.09,0.76,0,0.44,0.91,0.9,0.9,0.05,-0.03,-0.1,124,72,124,72,38,44,44,0,0
Harry Boyd,RUC,268000,38000,27,-6,0,0,0,0,-0.86,0,0,68,0.78,0.73,0.86,0,68,0.78,0.73,0.86,0,0.55,0.91,0.88,1,0.04,0.03,0.3,0,68,0,68,0,0,0,0,0
Jayden Short,DEF,826000,1000,85,84,85,0.8,0.89,0,0,0.07,-0.4,85,0.86,0.84,0,0.27,85,0.86,0.84,0,0.27,0.38,0.87,0.81,0.8,0.12,0.1,0.1,85,85,85,85,94,96,92,0,0
Harry Sheezel,DEF,1132000,-19000,116,128,102,0.89,0.96,0.55,0.03,0,0,108,0.87,1.04,0.53,0,108,0.87,1.04,0.53,0,0.57,0.67,0.75,1,0.07,0.01,0.4,102,114,102,114,125,116,116,0,0
Nathan O'Driscoll,MID,525000,84000,54,14,79,0.71,0.93,0,-0.68,0,0,82,0.74,0.93,0.34,0,82,0.74,0.93,0.34,0,0.29,0.77,0.73,0.5,0.09,-0.01,-0.4,0,82,79,85,40,46,46,0,0
Conor Stone,FWD,281000,51000,29,6,0,0,0,0,0,0,0,45,0.75,0.5,0,0,45,0.75,0.5,0,0,0.43,0.78,0.73,0.5,0,-0.01,0,45,0,50,40,0,0,0,0,0
Xavier Lindsay,MID,438000,128000,45,-14,80,0.8,0.83,0,0,0,0,87,0.77,0.95,0,0,87,0.77,0.95,0,0,0.25,0.67,0.69,0.6,0.58,0.6,0.5,0,87,94,80,0,0,0,0,0
Joel Freijah,DEF,691000,64000,71,47,75,0.8,0.78,0.33,-0.03,0,-0.08,89,0.84,0.88,0.35,0.04,89,0.84,0.88,0.35,0.04,0.24,0.74,0.68,0.5,0.15,0.07,0.1,103,75,89,0,43,43,43,0,0
Max Hall,MID/FWD,335000,105000,34,-9,51,0.79,0.54,0.03,0.03,0,0,67,0.81,0.68,0.02,0,67,0.81,0.68,0.02,0,0.32,0.55,0.68,0.8,0.21,0.28,0.6,51,82,51,82,0,0,0,0,0
Finn O'Sullivan,MID,359000,22000,37,30,33,0.79,0.35,0,0,0.17,0.17,42,0.81,0.44,0,0.08,42,0.81,0.44,0,0.08,0.49,0.76,0.68,0.5,0,0,-0.1,33,51,33,51,0,0,0,0,0
Luke Trainor,DEF,330000,50000,34,17,33,0.82,0.34,0,0,0,-0.07,48,0.8,0.51,0,0.03,48,0.8,0.51,0,0.03,0.39,0.7,0.62,0.3,0.08,0.13,-0.2,62,33,62,33,0,0,0,0,0
Will Day,MID,844000,84000,86,84,75,0.76,0.82,0.74,0.01,0,0,94,0.77,1.03,0.67,0,94,0.77,1.03,0.67,0,0.51,0.75,0.6,0.5,-0.02,-0.09,-0.4,94,0,77,102,40,79,78,0,0
James Leake,DEF,248000,18000,25,24,0,0,0,0,0,0,0,28,0.57,0.42,0.14,0,28,0.57,0.42,0.14,0,0.46,0.51,0.56,0.7,-0.09,-0.07,0,28,0,42,14,0,0,0,0,0
Ryley Sanders,MID/FWD,664000,8000,68,64,69,0.71,0.81,0.12,-0.3,0,0,71,0.78,0.76,0.27,0,71,0.78,0.76,0.27,0,0.37,0.64,0.55,0.4,-0.01,0.05,0,72,69,71,0,61,61,61,0,0
Isaac Kako,MID/FWD,343000,39000,35,18,44,0.78,0.47,0,0,0,0,48,0.8,0.5,0,0,48,0.8,0.5,0,0,0.53,0.48,0.54,0.5,-0.04,0.01,-0.1,0,48,44,51,0,0,0,0,0
Adam Cerra,MID,794000,49000,81,56,100,0.73,1.14,0.52,-0.02,0,0,99,0.78,1.06,0.53,0,99,0.78,1.06,0.53,0,0.14,0.51,0.48,0.5,0.13,0.05,0.3,0,99,100,97,78,72,69,0,0
Jason Horne-Francis,MID/FWD,875000,-44000,90,116,62,0.83,0.62,0.41,-0.36,0,0,72,0.79,0.77,0.59,0,72,0.79,0.77,0.59,0,0.58,0.65,0.48,0.4,-0.01,-0.11,-0.2,62,82,62,82,111,82,81,0,0
Hugo Garcia,MID/FWD,430000,9000,44,48,27,0.29,0.78,0.22,-0.15,0,0,43,0.45,0.8,0.3,0,43,0.45,0.8,0.3,0,0.23,0.42,0.35,0.4,-0.19,-0.19,0,27,59,27,59,0,0,0,0,0
Izak Rankine,FWD,840000,21000,86,86,70,0.56,1.04,0.33,-0.04,0,0,89,0.66,1.11,0.35,0,89,0.66,1.11,0.35,0,0.18,0.25,0.32,0.3,-0.09,-0.13,-0.2,89,0,107,70,94,88,75,0,0
Murphy Reid,MID,364000,72000,37,7,50,0.68,0.61,0,0,0,0,60,0.74,0.67,0,0,60,0.74,0.67,0,0,0.2,0.26,0.27,0.2,-0.04,-0.03,-0.1,0,60,50,69,0,0,0,0,0
Tom Powell,MID,874000,67000,89,63,98,0.73,1.12,0.48,-0.07,0,0,110,0.77,1.18,0.51,0,110,0.77,1.18,0.51,0,0.05,0.18,0.26,0.1,0,-0.07,-0.1,98,121,98,121,34,44,56,0,0
Dayne Zorko,DEF,1135000,4000,116,111,126,0.88,1.19,0,0,0.33,-0.11,119,0.84,1.18,0,0.39,119,0.84,1.18,0,0.39,0.11,0.15,0.25,0.4,0.07,0.12,0.3,119,0,126,112,127,82,94,0,0
Nasiah Wanganeen-Milera,DEF,1016000,13000,104,101,101,0.89,0.95,0,-0.03,0.58,0.2,107,0.86,1.04,0.01,0.48,107,0.86,1.04,0.01,0.48,0.11,0.17,0.25,0.2,0,0.09,0,101,113,101,113,95,108,88,0,0
Sam Lalor,MID,410000,70000,42,9,62,0.81,0.64,0.47,0.39,0,0,65,0.81,0.68,0.28,0,65,0.81,0.68,0.28,0,0.36,0.35,0.22,0.1,-0.04,-0.07,0,68,62,68,62,0,0,0,0,0
Harry Perryman,DEF,717000,-42000,73,106,43,0.79,0.45,0,-0.42,0,0,61,0.8,0.62,0.31,0,61,0.8,0.62,0.31,0,0.24,0.24,0.22,0.1,-0.32,-0.16,0.1,46,90,49,67,0,0,0,0,0
Angus Hastie,MID,244000,14000,25,12,0,0,0,0,0,0,0,40,0.39,0.85,0,0,40,0.39,0.85,0,0,0.12,0.16,0.21,0.1,-0.12,-0.1,-0.2,0,40,0,40,0,0,0,0,0
Archer Reid,RUC/FWD,252000,22000,26,14,35,0.66,0.44,0.34,0.02,0,0,34,0.66,0.42,0.33,0,34,0.66,0.42,0.33,0,0.24,0.13,0.21,0.2,-0.05,-0.02,-0.1,0,34,32,35,0,0,0,0,0
Jaxon Prior,DEF,417000,55000,43,16,61,0.83,0.61,0,0,0.18,0.18,62,0.88,0.59,0,0.09,62,0.88,0.59,0,0.09,0.2,0.29,0.2,0.2,0.04,0.02,-0.1,0,62,61,62,6,31,31,0,0
Max Holmes,DEF/MID,960000,-9000,98,111,77,0.77,0.83,0.59,-0.03,0,0,92,0.76,1.01,0.61,0,92,0.76,1.01,0.61,0,0.18,0.22,0.16,0.2,-0.1,-0.16,-0.3,106,77,106,77,91,75,75,0,0
Riley Bice,DEF,280000,50000,29,-4,64,0.8,0.67,0,0,0.18,-0.03,50,0.56,0.81,0,0.2,50,0.56,0.81,0,0.2,0.17,0.12,0.12,0.2,0.03,0.03,0.1,64,35,35,64,0,0,0,0,0
Liam O'Connell,DEF,250000,20000,26,13,38,0.72,0.44,0,0,0,0,34,0.72,0.39,0,0,34,0.72,0.39,0,0,0.11,0.08,0.12,0,-0.01,0,-0.2,38,29,38,29,0,0,0,0,0
Corey Warner,FWD,385000,128000,39,-7,68,0.85,0.67,0,0,0,0,62,0.79,0.64,0,0,62,0.79,0.64,0,0,0.16,0.08,0.11,0,0,0.01,-0.1,68,59,59,68,0,0,0,0,0
Josh Dunkley,MID,1125000,23000,115,110,111,0.81,1.14,0.86,0.07,0,0,121,0.87,1.16,0.82,0,121,0.87,1.16,0.82,0,0.05,0.03,0.1,0.1,0,0.06,0.1,121,0,111,130,90,107,99,0,0
Max Gawn,RUC,1114000,-33000,114,147,63,0.84,0.62,0.87,-0.05,0,0,95,0.84,0.95,0.9,0,95,0.84,0.95,0.9,0,0.19,0.09,0.1,0.1,-0.1,-0.12,0,0,95,127,63,84,90,103,0,0
Saad El-Hawli,DEF/MID,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.06,0.1,0.3,-0.02,0.02,0.1,0,0,0,0,0,0,0,0,0
Jy Simpkin,MID/FWD,845000,64000,86,67,81,0.82,0.82,0.26,-0.04,0,0,103,0.79,1.1,0.28,0,103,0.79,1.1,0.28,0,0.07,0.05,0.09,0.2,-0.02,-0.01,-0.1,81,125,81,125,40,73,80,0,0
Christian Petracca,MID,919000,-4000,94,97,89,0.86,0.86,0.48,-0.33,0,0,92,0.87,0.88,0.65,0,92,0.87,0.88,0.65,0,0.11,0.13,0.09,0,-0.02,-0.03,-0.1,0,92,95,89,80,117,99,0,0
Elijah Hewett,MID/FWD,366000,34000,37,18,53,0.7,0.63,0.14,-0.09,0,0,50,0.72,0.59,0.18,0,50,0.72,0.59,0.18,0,0.25,0.12,0.09,0.1,-0.04,-0.05,0.1,0,50,47,53,67,61,61,0,0
Finn Callaghan,MID,844000,55000,86,67,0,0,0,0,-0.69,0,0,101,0.81,1.04,0.79,0,101,0.81,1.04,0.79,0,0.25,0.11,0.08,0.2,-0.18,-0.19,0,101,0,110,92,49,66,65,0,0
Nick Daicos,MID,1008000,-66000,103,99,136,0.84,1.35,0.92,0.24,0,0,97,0.78,1.02,0.77,0,97,0.78,1.02,0.77,0,0.27,0.07,0.07,0.1,0.02,0.03,0.1,116,60,95,98,0,0,0,0,0
Tom Hanily,MID,289000,59000,30,16,25,0.66,0.32,0,0,0,0,37,0.57,0.59,0,0,37,0.57,0.59,0,0,0.08,0.04,0.07,0.2,-0.01,0,0.1,25,44,44,25,0,0,0,0,0
Hugh Boxshall,MID,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.08,0.07,0.2,-0.04,-0.06,0.1,0,0,0,0,0,0,0,0,0
Jake Soligo,MID,868000,79000,89,57,101,0.73,1.15,0.49,-0.02,0,0,113,0.75,1.25,0.5,0,113,0.75,1.25,0.5,0,0.04,0.03,0.06,0.3,-0.01,-0.01,0.2,113,0,125,101,97,77,71,0,0
Jack Henderson,MID,302000,72000,31,-10,68,0.78,0.73,0,0,0,0,58,0.78,0.62,0,0,58,0.78,0.62,0,0,0.07,0.03,0.05,0,-0.02,0,0,0,58,48,68,0,0,0,0,0
Daniel Curtin,FWD,335000,35000,34,5,73,0.76,0.8,0,0,0,0,52,0.73,0.58,0,0,52,0.73,0.58,0,0,0.11,0.03,0.05,0.1,-0.01,0.01,0.1,52,0,30,73,0,0,0,0,0
Sid Draper,MID,339000,8000,35,30,38,0.28,1.13,0.3,0.04,0,0,38,0.31,1.03,0.28,0,38,0.31,1.03,0.28,0,0.25,0.07,0.05,0,-0.05,-0.06,-0.1,38,0,37,38,0,0,0,0,0
Max Gruzewski,FWD,257000,27000,26,27,0,0,0,0,0,0,0,29,0.48,0.37,0.1,0,29,0.48,0.37,0.1,0,0.08,0.04,0.05,0.2,-0.03,-0.01,0,29,0,57,1,10,10,10,0,0
Harvey Langford,MID,310000,-15000,32,44,0,0,0,0,-0.08,0,0,16,0.21,0.63,0.08,0,16,0.21,0.63,0.08,0,0.12,0.04,0.05,0,-0.05,-0.05,-0.2,0,16,16,0,0,0,0,0,0
Bo Allan,DEF/MID,295000,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.07,0.05,0,-0.02,-0.06,0,0,0,0,0,0,0,0,0,0
Jack Henry,DEF,657000,98000,67,31,74,0.94,0.66,0,0,0,0,96,0.95,0.85,0,0,96,0.95,0.85,0,0,0.02,0.02,0.04,0,0.02,0.04,0,117,74,117,74,32,40,55,0,0
Andrew Brayshaw,MID,1025000,-48000,105,133,77,0.86,0.75,0.59,-0.26,0,0,86,0.86,0.84,0.72,0,86,0.86,0.84,0.72,0,0.09,0.04,0.04,0,-0.04,-0.05,0,0,86,77,95,115,103,84,0,0
Joe Berry,FWD,327000,29000,33,16,49,0.77,0.53,0,-0.03,0,0,45,0.76,0.49,0.02,0,45,0.76,0.49,0.02,0,0.1,0.05,0.04,0,-0.01,-0.04,-0.2,49,40,49,40,0,0,0,0,0
Karl Amon,DEF,952000,60000,97,90,91,0.84,0.9,0,0,0.25,-0.06,103,0.83,1.03,0,0.33,103,0.83,1.03,0,0.33,0.04,0.01,0.03,0,-0.01,0,0,103,0,111,99,124,98,87,0,0
Jack Sinclair,DEF/MID,1028000,-18000,105,107,114,0.8,1.19,0,-0.23,0.33,0.08,102,0.83,1.04,0.11,0.29,102,0.83,1.04,0.11,0.29,0.08,0.02,0.03,0,0.01,0.02,0,114,90,114,90,116,114,87,0,0
Bailey Dale,DEF,959000,9000,98,96,96,0.81,0.99,0,0,0.56,0.1,100,0.84,1,0,0.51,100,0.84,1,0,0.51,0.02,0.02,0.03,0,0,0.02,0,104,96,100,0,103,95,70,0,0
Jordan Clark,DEF,949000,-45000,97,118,83,0.92,0.75,0,0,0.38,0.38,82,0.9,0.77,0,0.19,82,0.9,0.77,0,0.19,0.04,0.02,0.03,0,-0.01,0.01,0,0,82,83,81,90,100,80,0,0
Will Ashcroft,MID,818000,-25000,84,89,90,0.79,0.95,0.52,0.02,0,0,78,0.83,0.79,0.51,0,78,0.83,0.79,0.51,0,0.16,0.04,0.03,0,-0.01,0.02,0,78,0,90,66,63,63,63,0,0
Oliver Hollands,MID,634000,-6000,65,74,48,0.91,0.44,0,0,0,-0.25,60,0.88,0.58,0,0.13,60,0.88,0.58,0,0.13,0.07,0.09,0.03,0,-0.09,-0.1,0,0,60,48,72,64,62,62,0,0
Jacob Konstanty,FWD,283000,53000,29,8,34,0.55,0.52,0,0,0,0,45,0.61,0.6,0,0,45,0.61,0.6,0,0,0.05,0.03,0.03,0.1,0,-0.01,0,34,55,34,55,0,0,0,0,0
Jye Caldwell,MID,1033000,64000,106,88,97,0.71,1.14,0.63,-0.04,0,0,122,0.73,1.38,0.65,0,122,0.73,1.38,0.65,0,0.02,0.01,0.02,0.1,0,0,0.1,0,122,97,146,103,94,79,0,0
Christian Salem,DEF,890000,66000,91,66,97,0.89,0.91,0,0,0.45,0,111,0.9,1.03,0,0.45,111,0.9,1.03,0,0.45,0.02,0.03,0.02,0,0.03,0.01,0,0,111,124,97,89,79,94,0,0
Kane Farrell,DEF,839000,35000,86,62,114,0.88,1.08,0,0,0.43,0.13,101,0.84,1,0,0.36,101,0.84,1,0,0.36,0.01,0.01,0.02,0,0,0.01,-0.1,114,88,114,88,75,77,54,0,0
Luke Jackson,RUC/FWD,840000,33000,86,67,104,0.85,1.02,0.91,0.26,0,0,99,0.86,0.96,0.78,0,99,0.86,0.96,0.78,0,0.09,0.02,0.02,0,0.01,0.02,0,0,99,104,93,67,77,80,0,0
Josh Worrell,DEF,748000,43000,77,59,84,0.87,0.8,0,0,0.1,-0.23,90,0.87,0.87,0,0.22,90,0.87,0.87,0,0.22,0.01,0,0.02,0,0,0.01,0,90,0,96,84,87,64,64,0,0
Lawson Humphries,DEF,745000,39000,76,58,87,0.84,0.86,0,0,0,-0.22,89,0.84,0.89,0,0.11,89,0.84,0.89,0,0.11,0.04,0.02,0.02,0,0.01,-0.03,0,91,87,91,87,0,0,0,0,0
Caleb Serong,MID,1011000,-56000,103,131,83,0.87,0.8,0.86,0.15,0,0,84,0.82,0.86,0.78,0,84,0.82,0.86,0.78,0,0.09,0.02,0.02,0,-0.02,-0.01,-0.1,0,84,83,85,100,98,93,0,0
Jeremy Finlayson,FWD,604000,21000,62,43,0,0,0,0,0,0,-0.2,84,0.99,0.71,0,0.2,84,0.99,0.71,0,0.2,0.02,0.01,0.02,0,-0.05,-0.07,-0.1,0,84,0,84,100,80,72,0,0
James Sicily,DEF,874000,-22000,89,100,81,0.95,0.71,0,0,0.33,-0.05,83,0.94,0.74,0,0.31,83,0.94,0.74,0,0.31,0.12,0.02,0.02,0,0,-0.03,-0.1,83,0,88,81,76,78,85,0,0
Jack Hutchinson,FWD,412000,27000,42,18,0,0,0,0,-0.23,0,0,71,0.67,0.88,0.23,0,71,0.67,0.88,0.23,0,0.02,0.01,0.02,0.1,-0.02,0,0.1,0,71,71,0,35,35,35,0,0
Sam Wicks,FWD,456000,63000,47,39,44,0.81,0.45,0,0,0,0,54,0.84,0.53,0,0,54,0.84,0.53,0,0,0.04,0.02,0.02,0,-0.01,0.01,0,44,59,59,44,0,0,0,0,0
Ben Hobbs,FWD,494000,-4000,51,58,36,0.74,0.41,0,-0.09,0,0,47,0.69,0.58,0.05,0,47,0.69,0.58,0.05,0,0.02,0.01,0.02,0,-0.02,0.01,0,0,47,36,57,70,68,69,0,0
Karl Worner,DEF,325000,10000,33,24,0,0,0,0,0,0,0,44,0.71,0.52,0,0,44,0.71,0.52,0,0,0.02,0.01,0.02,0,0,0,0,0,44,0,44,52,52,52,0,0
Harry Armstrong,FWD,284000,10000,29,11,60,0.76,0.66,0,0,0,0,38,0.71,0.43,0,0,38,0.71,0.43,0,0,0.04,0.01,0.02,0,-0.02,-0.01,0,16,60,16,60,0,0,0,0,0
Josh Dolan,FWD,250000,0,26,26,23,0.65,0.29,0,0,0,0,25,0.66,0.32,0,0,25,0.66,0.32,0,0,0.02,0.01,0.02,0,-0.01,-0.01,0,27,23,25,0,0,0,0,0,0
Max Heath,RUC/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.02,0.1,0.01,-0.01,0,0,0,0,0,0,0,0,0,0
Hamish Davis,MID/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0,-0.01,-0.2,0,0,0,0,0,0,0,0,0
Tobie Travaglia,DEF/MID,319000,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0,-0.01,-0.02,-0.1,0,0,0,0,0,0,0,0,0
Darcy Cameron,RUC,1007000,20000,103,113,100,0.84,0.99,0.79,-0.02,0,0,102,0.78,1.07,0.76,0,102,0.78,1.07,0.76,0,0.06,0,0.01,0,0,0.01,0,85,136,69,118,0,0,0,0,0
Jack Graham,MID/FWD,687000,25000,70,48,0,0,0,0,-0.71,0,0,97,0.81,1,0.71,0,97,0.81,1,0.71,0,0.02,0.01,0.01,0,-0.02,-0.03,0,0,97,97,0,72,65,75,0,0
Patrick Cripps,MID,1007000,-19000,103,116,88,0.82,0.89,0.83,0.04,0,0,95,0.81,0.98,0.81,0,95,0.81,0.98,0.81,0,0.06,0,0.01,0,-0.01,0,0,0,95,88,102,127,108,91,0,0
Ed Richards,MID,890000,8000,91,88,92,0.83,0.92,0.92,0.1,0,0,94,0.81,0.96,0.87,0,94,0.81,0.96,0.87,0,0.01,0,0.01,0,0,0.01,0,95,92,94,0,73,75,67,0,0
Jake Bowey,DEF,694000,53000,71,43,93,0.78,0.99,0,0,0.45,0.09,90,0.76,0.99,0,0.41,90,0.76,0.99,0,0.41,0.01,0.01,0.01,0,0,0,0,0,90,87,93,82,92,80,0,0
Gryan Miers,FWD,866000,-8000,89,98,73,0.87,0.7,0,0,0,0,84,0.88,0.79,0,0,84,0.88,0.79,0,0,0.04,0,0.01,0,-0.01,-0.02,-0.1,94,73,94,73,96,83,68,0,0
Sam Taylor,DEF,611000,83000,63,41,0,0,0,0,0,0,0,83,0.99,0.69,0,0,83,0.99,0.69,0,0,0.09,0.03,0.01,0,-0.07,-0.09,-0.2,83,0,118,47,30,56,56,0,0
Andrew McGrath,DEF,863000,-1000,88,102,58,0.8,0.6,0.02,0.02,0,-0.12,82,0.83,0.82,0.01,0.06,82,0.83,0.82,0.01,0.06,0.01,0.01,0.01,0,0,0,-0.1,0,82,58,106,61,67,70,0,0
Jeremy Cameron,FWD,857000,-5000,88,101,61,0.89,0.57,0,0,0,0,81,0.89,0.76,0,0,81,0.89,0.76,0,0,0.08,0,0.01,0,-0.01,0,-0.1,101,61,101,61,62,70,69,0,0
Luke Parker,MID/FWD,829000,-10000,85,93,75,0.77,0.81,0.61,0.03,0,0,80,0.79,0.85,0.59,0,80,0.79,0.85,0.59,0,0.02,0,0.01,0,0,0,-0.1,75,85,75,85,83,85,95,0,0
Darcy Wilson,MID/FWD,703000,32000,72,66,60,0.9,0.56,0,0,0,0,79,0.89,0.75,0,0,79,0.89,0.75,0,0,0.02,0.01,0.01,0,0,0.01,0,60,97,60,97,41,60,60,0,0
Kamdyn McIntosh,MID,547000,61000,56,21,88,0.85,0.86,0.18,-0.65,0,0,79,0.82,0.8,0.5,0,79,0.82,0.8,0.5,0,0.01,0.01,0.01,0,0,0,0,70,88,70,88,37,52,55,0,0
Miles Bergman,DEF/MID,765000,-5000,78,77,86,0.88,0.81,0,-0.16,0.07,0.07,78,0.89,0.73,0.08,0.04,78,0.89,0.73,0.08,0.04,0.03,0.02,0.01,0,0,0,0,86,69,86,69,68,57,56,0,0
Jack Silvagni,FWD,534000,79000,55,24,63,0.8,0.66,0,0,0,0,78,0.85,0.77,0,0,78,0.85,0.77,0,0,0.03,0.02,0.01,0,0,-0.03,-0.1,0,78,63,93,59,49,54,0,0
Lachie Neale,MID,950000,-88000,97,118,117,0.85,1.15,0.79,0.04,0,0,77,0.85,0.76,0.77,0,77,0.85,0.76,0.77,0,0.05,0.01,0.01,0,0.01,0.01,0,77,0,117,37,75,93,95,0,0
Corey Wagner,DEF,652000,24000,67,52,81,0.85,0.79,0,0,0.15,0.04,76,0.85,0.75,0,0.13,76,0.85,0.75,0,0.13,0.01,0.01,0.01,0,0.01,-0.01,0,0,76,81,71,44,66,66,0,0
