player,position,price,change,priced at,breakeven,last score,last tog,last ppm,last cba,cba change,last ki,ki change,season avg,tog,season ppm,season cba,season ki,last 3 avg,last 3 tog,last 3 ppm,last 3 cba,last 3 ki,ownership total,ownership top 1000,ownership top 100,ownership top 10,ownership top 1000 chg,ownership top 100 chg,ownership top 10 chg,win avg,loss avg,home avg,away avg,opp last score,opp last 3 score,opp career,reserves avg,reserves last
Archie Roberts,DEF/MID,713000,-2000,73,75,68,0.81,0.7,0,0,0.18,0.18,72,0.84,0.72,0,0.09,72,0.84,0.72,0,0.09,0.02,0,0.01,0,0,0.01,0,0,72,68,75,0,0,0,0,0
Logan Evans,DEF,674000,-40000,69,65,108,0.77,1.17,0,0,0.29,0.29,66,0.82,0.7,0,0.14,66,0.82,0.7,0,0.14,0.01,0,0.01,0,0,0.01,0,108,23,108,23,0,0,0,0,0
Ethan Read,FWD,265000,35000,27,-4,0,0,0,0,-0.16,0,0,65,0.82,0.66,0.16,0,65,0.82,0.66,0.16,0,0.05,0.02,0.01,0,0,0,0,65,0,0,65,0,0,0,0,0
Connor O'Sullivan,DEF,365000,65000,37,-1,75,0.93,0.67,0,0,0,0,63,0.92,0.57,0,0,63,0.92,0.57,0,0,0.09,0.02,0.01,0.1,-0.01,-0.03,0.1,50,75,50,75,0,0,0,0,0
Tom McCartin,DEF,511000,44000,52,41,54,0.94,0.48,0,0,0,0,58,0.89,0.55,0,0,58,0.89,0.55,0,0,0.02,0,0.01,0,0,0.01,0,54,60,60,54,0,0,0,0,0
Lewis Melican,DEF,426000,34000,44,27,0,0,0,0,0,0,0,55,0.85,0.54,0,0,55,0.85,0.54,0,0,0.02,0,0.01,0,0,0.01,0,0,55,55,0,0,0,0,0,0
Isaac Cumming,MID,567000,-8000,58,73,28,0.78,0.3,0,-0.03,0,0,50,0.78,0.54,0.01,0,50,0.78,0.54,0.01,0,0.03,0,0.01,0.1,-0.01,-0.04,0,50,0,72,28,128,88,72,0,0
Will McLachlan,FWD,252000,22000,26,5,50,0.69,0.6,0,0,0,0,50,0.69,0.6,0,0,50,0.69,0.6,0,0,0,0,0.01,0.1,0,0.01,0.1,50,0,50,0,0,0,0,0,0
Isaac Keeler,FWD,249000,19000,25,7,47,0.86,0.46,0.19,0.19,0,0,47,0.86,0.46,0.19,0,47,0.86,0.46,0.19,0,0.03,0.01,0.01,0,0.01,0.01,0,47,0,47,0,0,0,0,0,0
Lance Collard,FWD,237000,7000,24,16,33,0.67,0.41,0,0,0,0,33,0.67,0.41,0,0,33,0.67,0.41,0,0,0.01,0,0.01,0,0,-0.01,-0.1,33,0,33,0,0,0,0,0,0
Luke Cleary,DEF,334000,-1000,34,34,0,0,0,0,0,0,-0.08,33,0.73,0.38,0,0.08,33,0.73,0.38,0,0.08,0.02,0,0.01,0.1,0,0,0.1,33,0,33,0,0,0,0,0,0
Kaleb Smith,DEF,233000,3000,24,20,28,0.49,0.48,0,0,0,0,28,0.49,0.48,0,0,28,0.49,0.48,0,0,0.04,0.01,0.01,0.1,0,0,0.1,0,28,0,28,8,8,8,0,0
Bodie Ryan,DEF,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Said,MID/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,-0.01,0,0,0,0,0,0,0,0,0,0
Charlie Edwards,DEF/MID,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Urquhart,MID,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Campbell Gray,DEF/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0
Jakob Ryan,DEF,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Phoenix Gothard,FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Loch Rawlinson,FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Lachlan Smith,RUC,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Harry Barnett,RUC,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Lachlan Charleson,MID/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0
Geordie Payne,MID/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
James Tunstill,MID/FWD,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.01,0,0,0,0,0,37,37,37,0,0
Josh Gibcus,DEF,230000,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,38,38,38,0,0
Jackson Macrae,FWD,846000,114000,87,19,153,0.87,1.47,0.78,-0.02,0,0,131,0.86,1.28,0.79,0,131,0.86,1.28,0.79,0,0.59,1,1,1,0.01,0,0,153,109,153,109,88,89,118,0,0
Jarrod Witts,RUC,1008000,20000,103,86,0,0,0,0,-0.84,0,0,125,0.83,1.26,0.84,0,125,0.83,1.26,0.84,0,0.01,0,0,0,0,0,0,125,0,0,125,82,81,80,0,0
Noah Anderson,MID,1074000,7000,110,104,0,0,0,0,-0.74,0,0,117,0.8,1.22,0.74,0,117,0.8,1.22,0.74,0,0.03,0,0,0,-0.03,-0.04,-0.1,117,0,0,117,118,115,99,0,0
Zachary Merrett,MID,1111000,-5000,114,105,138,0.87,1.32,0.6,0.05,0,0,117,0.89,1.11,0.58,0,117,0.89,1.11,0.58,0,0.09,0.02,0.03,0,0,0.01,0,0,117,138,96,135,123,113,0,0
George Hewett,MID,899000,47000,92,64,120,0.81,1.23,0.7,0.08,0,0,111,0.75,1.23,0.66,0,111,0.75,1.23,0.66,0,0.01,0,0,0,0,0,0,0,111,120,101,72,69,59,0,0
Jarrod Berry,MID,912000,47000,93,67,118,0.79,1.24,0,0,0,0,111,0.82,1.13,0,0,111,0.82,1.13,0,0,0.01,0,0,0,0,0,0,111,0,118,104,117,88,83,0,0
Matt Crouch,MID,1041000,-5000,107,97,131,0.73,1.5,0.65,-0.15,0,0,110,0.74,1.25,0.73,0,110,0.74,1.25,0.73,0,0,0,0,0,0,0,0,110,0,89,131,82,94,105,0,0
Thomas Liberatore,MID,935000,37000,96,77,109,0.82,1.11,0.79,0,0,0,109,0.82,1.11,0.79,0,109,0.82,1.11,0.79,0,0.05,0.11,0.18,0.3,0.01,0.04,0.1,108,109,109,0,68,97,82,0,0
Matt Rowell,MID,970000,8000,99,92,0,0,0,0,-0.77,0,0,108,0.79,1.14,0.77,0,108,0.79,1.14,0.77,0,0.01,0,0,0,0,0,0,108,0,0,108,68,63,65,0,0
Joshua Kelly,MID,1008000,31000,103,98,0,0,0,0,-0.58,0,0,108,0.83,1.09,0.65,0,108,0.83,1.09,0.65,0,0.03,0,0,0,-0.01,-0.01,0,108,0,118,98,30,78,100,0,0
Lachie Whitfield,DEF,1127000,-19000,115,129,0,0,0,0,0,0,-0.5,105,0.79,1.12,0,0.41,105,0.79,1.12,0,0.41,0.2,0,0,0,-0.05,-0.02,0,105,0,99,111,137,114,108,0,0
Ben Keays,FWD,822000,36000,84,51,132,0.81,1.36,0,0,0,0,104,0.83,1.05,0,0,104,0.83,1.05,0,0,0.01,0,0,0,0,0,0,104,0,75,132,88,97,100,0,0
Tom Green,MID,1024000,-1000,105,105,0,0,0,0,-0.73,0,0,104,0.76,1.14,0.73,0,104,0.76,1.14,0.73,0,0.02,0,0,0,0,0,0,104,0,0,104,84,77,81,0,0
Rowan Marshall,RUC,1135000,-66000,116,127,142,0.82,1.44,0.81,0.67,0,0,103,0.83,1.04,0.48,0,103,0.83,1.04,0.48,0,0.14,0,0,0,0,0,0,142,64,142,64,140,136,104,0,0
Jai Newcombe,MID,908000,28000,93,63,142,0.8,1.48,0.78,-0.01,0,0,102,0.84,1.02,0.78,0,102,0.84,1.02,0.78,0,0.05,0,0,0,0,0,0,102,0,88,109,103,89,89,0,0
Mason Wood,MID/FWD,863000,16000,88,69,121,0.95,1.06,0,0,0,0,99,0.94,0.88,0,0,99,0.94,0.88,0,0,0.01,0,0,0,0,0,0,121,77,121,77,86,76,70,0,0
Oliver Wines,MID,935000,5000,96,93,98,0.75,1.09,0.65,0.04,0,0,98,0.73,1.12,0.63,0,98,0.73,1.12,0.63,0,0,0,0,0,0,0,0,98,97,98,97,36,76,86,0,0
Travis Boak,MID,822000,53000,84,68,81,0.8,0.84,0.12,-0.04,0,0,98,0.76,1.09,0.14,0,98,0.76,1.09,0.14,0,0,0,0,0,0,0,0,81,115,81,115,23,46,75,0,0
Toby Greene,FWD,795000,44000,81,56,0,0,0,0,-0.23,0,0,97,0.92,0.87,0.24,0,97,0.92,0.87,0.24,0,0.05,0,0,0,0,0,0,97,0,82,112,94,70,83,0,0
Toby Nankervis,RUC,1025000,-7000,105,123,69,0.83,0.69,0.76,-0.03,0,0,96,0.84,0.95,0.78,0,96,0.84,0.95,0.78,0,0.02,0.01,0,0,-0.01,-0.05,0,123,69,123,69,80,106,104,0,0
Chad Warner,MID,942000,-19000,96,90,129,0.88,1.22,0.68,0.14,0,0,96,0.86,0.92,0.56,0,96,0.86,0.92,0.56,0,0.07,0,0,0,0,0,0,129,79,79,129,0,0,0,0,0
Jack Steele,MID,1047000,-47000,107,120,114,0.8,1.19,0.78,-0.08,0,0,96,0.8,1,0.82,0,96,0.8,1,0.82,0,0.02,0,0,0,0,0,0,114,77,114,77,99,107,99,0,0
Touk Miller,MID,953000,-2000,98,100,0,0,0,0,-0.58,0,0,95,0.73,1.08,0.58,0,95,0.73,1.08,0.58,0,0.01,0,0,0,0,-0.01,0,95,0,0,95,90,124,108,0,0
Josh Ward,MID,653000,76000,67,26,101,0.76,1.11,0.35,0.29,0,0,95,0.79,1.01,0.2,0,95,0.79,1.01,0.2,0,0.01,0,0,0,0,0,0,95,0,88,101,35,61,61,0,0
Rory Laird,MID,1005000,-14000,103,116,83,0.81,0.85,0,0,0.1,0.1,95,0.82,0.96,0,0.05,95,0.82,0.96,0,0.05,0.01,0,0,0,0,-0.01,0,95,0,107,83,121,99,112,0,0
Cameron Zurhaar,FWD,740000,59000,76,51,86,0.82,0.87,0,0,0,0,94,0.84,0.94,0,0,94,0.84,0.94,0,0,0.01,0,0,0,0,0,0,86,102,86,102,67,60,52,0,0
Lachlan Ash,DEF,844000,50000,86,82,0,0,0,0,0,0,-0.12,94,0.84,0.94,0,0.25,94,0.84,0.94,0,0.25,0.07,0.02,0.02,0,-0.04,-0.02,0,94,0,125,63,83,80,80,0,0
Matthew Roberts,DEF,840000,60000,86,74,95,0.94,0.84,0,0,0.45,0.24,93,0.93,0.84,0,0.25,93,0.93,0.84,0,0.25,0.47,0.94,0.92,1,0.11,0.1,0.3,95,93,93,95,0,0,0,0,0
Marcus Windhager,MID,753000,31000,77,51,113,0.84,1.12,0.81,0.55,0,0,93,0.82,0.94,0.53,0,93,0.82,0.94,0.53,0,0,0,0,0,0,0,0,113,72,113,72,65,75,75,0,0
Jaeger O'Meara,MID,702000,66000,72,43,87,0.88,0.82,0.77,0.53,0,0,93,0.85,0.92,0.5,0,93,0.85,0.92,0.5,0,0.01,0,0,0,0,0,0,0,93,87,99,81,57,87,0,0
Sam Walsh,MID,1040000,-49000,106,126,99,0.8,1.03,0.74,0.36,0,0,92,0.81,0.95,0.56,0,92,0.81,0.95,0.56,0,0.03,0,0,0,0,-0.01,0,0,92,99,84,88,100,96,0,0
Ben King,FWD,577000,31000,59,32,0,0,0,0,0,0,0,92,0.87,0.88,0,0,92,0.87,0.88,0,0,0.01,0,0,0,0,0,0,92,0,0,92,48,28,36,0,0
Mitchell Knevitt,MID,544000,113000,56,7,80,0.78,0.85,0.62,0.06,0,0,92,0.73,1.06,0.59,0,92,0.73,1.06,0.59,0,0.09,0.21,0.29,0.4,0.06,0.07,0.1,103,80,103,80,0,0,0,0,0
Ted Clohesy,MID/FWD,318000,53000,33,-15,91,0.57,1.33,0,0,0,0,91,0.57,1.33,0,0,91,0.57,1.33,0,0,0.06,0,0,0,0,0,0,0,91,0,91,0,0,0,0,0
Josh Daicos,MID,951000,-22000,97,110,85,0.85,0.83,0,0,0.1,-0.12,91,0.87,0.87,0,0.18,91,0.87,0.87,0,0.18,0.05,0,0,0,-0.01,-0.01,0,92,88,99,87,0,0,0,0,0
Paul Curtis,FWD,638000,60000,65,25,110,0.82,1.12,0,0,0,0,91,0.85,0.9,0,0,91,0.85,0.9,0,0,0,0,0,0,0,0,0,110,71,110,71,38,50,53,0,0
Darcy Wilmot,DEF,794000,23000,81,69,91,0.83,0.91,0,0,0.33,0,90,0.84,0.89,0,0.33,90,0.84,0.89,0,0.33,0.01,0,0,0,0,-0.01,-0.1,90,0,91,88,79,85,85,0,0
Callum Wilkie,DEF,784000,26000,80,66,93,1,0.78,0,0,0,-0.12,90,1,0.75,0,0.06,90,1,0.75,0,0.06,0.01,0,0,0,0,0,0,93,87,93,87,99,86,76,0,0
Josh Rachele,FWD,708000,47000,72,46,96,0.85,0.94,0.05,0.05,0,0,90,0.8,0.94,0.02,0,90,0.8,0.94,0.02,0,0.01,0,0,0,0,0,0,90,0,84,96,75,70,70,0,0
Nicholas Martin,DEF,1057000,-43000,108,139,72,0.97,0.62,0,0,0,0,89,0.96,0.78,0,0,89,0.96,0.78,0,0,0.07,0.01,0.01,0,-0.03,0,0,0,89,72,106,114,80,87,0,0
Tom Atkins,MID,759000,27000,78,60,98,0.8,1.02,0.66,0.01,0,0,89,0.8,0.93,0.65,0,89,0.8,0.93,0.65,0,0,0,0,0,0,0,0,80,98,80,98,63,66,74,0,0
Harrison Himmelberg,DEF,838000,13000,86,80,0,0,0,0,0,0,-0.38,89,0.93,0.8,0,0.31,89,0.93,0.8,0,0.31,0.02,0,0,0,0,-0.01,0,89,0,81,96,82,78,73,0,0
Nick Blakey,DEF,855000,14000,87,88,86,0.88,0.81,0,0,0.27,-0.23,87,0.88,0.83,0,0.54,87,0.88,0.83,0,0.54,0.07,0,0,0,-0.01,0,0,86,88,88,86,0,0,0,0,0
Riley Thilthorpe,FWD,683000,45000,70,45,91,0.82,0.92,0.16,0.07,0,0,87,0.79,0.91,0.12,0,87,0.79,0.91,0.12,0,0.02,0,0,0,0,0,0,87,0,82,91,79,72,72,0,0
Timothy English,RUC,1015000,-59000,104,125,101,0.82,1.03,0.75,-0.01,0,0,87,0.81,0.9,0.75,0,87,0.81,0.9,0.75,0,0.06,0.01,0,0,0.01,0,0,73,101,87,0,111,101,92,0,0
Isaac Heeney,MID,1005000,-74000,103,131,79,0.87,0.76,0.77,-0.05,0,0,87,0.86,0.85,0.81,0,87,0.86,0.85,0.81,0,0.1,0,0,0,0,0,0,79,92,92,79,0,0,0,0,0
Oscar McInerney,RUC,869000,-10000,89,94,86,0.81,0.88,0.86,0.04,0,0,86,0.8,0.89,0.84,0,86,0.8,0.89,0.84,0,0.02,0,0,0,0,0,0,86,0,86,85,57,81,57,0,0
Kade Chandler,FWD,658000,31000,67,35,117,0.82,1.19,0.23,0.23,0,0,86,0.82,0.88,0.11,0,86,0.82,0.88,0.11,0,0,0,0,0,0,0,0,0,86,54,117,60,49,49,0,0
Tom Sparrow,MID,711000,46000,73,56,76,0.81,0.78,0.48,0.13,0,0,86,0.83,0.87,0.42,0,86,0.83,0.87,0.42,0,0,0,0,0,0,0,0,0,86,96,76,11,56,58,0,0
Zach Guthrie,DEF,790000,20000,81,75,79,0.82,0.8,0,0,0.86,0.3,86,0.81,0.89,0,0.71,86,0.81,0.89,0,0.71,0.01,0,0,0,0,0,0,93,79,93,79,83,53,53,0,0
Jordon Sweet,RUC,843000,5000,86,89,75,0.85,0.74,0.82,-0.02,0,0,86,0.83,0.87,0.83,0,86,0.83,0.87,0.83,0,0.03,0.01,0,0,0,-0.01,0,75,96,75,96,0,0,0,0,0
Reilly O'Brien,RUC,919000,-15000,94,108,74,0.86,0.72,0.84,-0.07,0,0,86,0.86,0.84,0.88,0,86,0.86,0.84,0.88,0,0.01,0,0,0,0,0,0,86,0,98,74,96,103,105,0,0
Luke Davies-Uniacke,MID,948000,-36000,97,114,86,0.87,0.82,0.74,0.01,0,0,85,0.87,0.82,0.73,0,85,0.87,0.82,0.73,0,0.02,0,0,0,0,-0.01,0,86,84,86,84,98,97,81,0,0
Jase Burgoyne,MID,775000,-10000,79,64,122,1,1.02,0,0,0,0,85,0.9,0.76,0,0,85,0.9,0.76,0,0,0.01,0,0,0,0,0,0,122,48,122,48,49,35,35,0,0
Conor Nash,MID,792000,34000,81,76,75,0.79,0.79,0.78,0.14,0,0,84,0.78,0.9,0.73,0,84,0.78,0.9,0.73,0,0.01,0,0,0,0,0,0,84,0,102,75,55,74,78,0,0
Jack Crisp,MID,853000,1000,87,93,75,0.83,0.75,0,-0.03,0,0,84,0.85,0.82,0.05,0,84,0.85,0.82,0.05,0,0.02,0,0,0,0,0,0,88,77,101,76,0,0,0,0,0
Steele Sidebottom,MID,785000,36000,80,69,84,0.83,0.84,0.58,-0.07,0,0,84,0.83,0.84,0.46,0,84,0.83,0.84,0.46,0,0.01,0,0,0,0,0,0,95,62,106,73,0,0,0,0,0
Matthew Kennedy,MID/FWD,800000,9000,82,83,73,0.81,0.75,0.58,0.16,0,0,83,0.78,0.9,0.5,0,83,0.78,0.9,0.5,0,0.02,0.01,0,0,0,-0.02,-0.1,92,73,83,0,0,0,0,0,0
Willem Drew,MID,847000,-29000,87,87,108,0.73,1.23,0.82,0.14,0,0,83,0.76,0.92,0.75,0,83,0.76,0.92,0.75,0,0,0,0,0,0,0,0,108,58,108,58,74,85,79,0,0
Sam Darcy,FWD,775000,-3000,79,71,100,0.86,0.97,0.17,-0.07,0,0,83,0.84,0.82,0.2,0,83,0.84,0.82,0.2,0,0.02,0,0,0,0,0,0,65,100,83,0,90,90,90,0,0
Tim Kelly,MID,853000,-28000,87,90,102,0.78,1.09,0.76,0.08,0,0,83,0.76,0.9,0.72,0,83,0.76,0.9,0.72,0,0.01,0,0,0,0,0,0,0,83,63,102,101,93,95,0,0
Darcy Fogarty,FWD,646000,45000,66,44,82,0.8,0.85,0,0,0,0,82,0.82,0.83,0,0,82,0.82,0.83,0,0,0.01,0,0,0,0,0,0,82,0,81,82,65,76,70,0,0
Alex Neal-Bullen,MID/FWD,806000,-5000,82,83,85,0.84,0.84,0,0,0,0,82,0.82,0.83,0,0,82,0.82,0.83,0,0,0.01,0,0,0,0,0,0,82,0,78,85,83,85,67,0,0
Brodie Grundy,RUC,929000,-68000,95,116,82,0.64,1.07,0.68,-0.18,0,0,82,0.75,0.92,0.8,0,82,0.75,0.92,0.8,0,0.04,0,0,0,0,0,0,82,82,82,82,0,0,0,0,0
Jake Lloyd,DEF/MID,785000,6000,80,72,99,0.9,0.92,0,0,0.09,0.09,82,0.89,0.77,0,0.03,82,0.89,0.77,0,0.03,0.04,0,0,0,0,0,0,99,74,74,99,0,0,0,0,0
Lachlan Weller,DEF,759000,3000,78,75,0,0,0,0,-0.23,0,0,81,0.71,0.95,0.23,0,81,0.71,0.95,0.23,0,0,0,0,0,0,0,0,81,0,0,81,65,77,77,0,0
Jack Viney,MID,873000,-24000,89,101,80,0.77,0.87,0.65,-0.04,0,0,81,0.77,0.88,0.67,0,81,0.77,0.88,0.67,0,0,0,0,0,0,0,0,0,81,82,80,141,108,96,0,0
Lachlan Schultz,FWD,687000,49000,70,40,106,0.81,1.09,0,0,0,0,81,0.82,0.83,0,0,81,0.82,0.83,0,0,0.01,0,0,0,0,0,0,94,57,81,82,0,0,0,0,0
Lachlan Sholl,MID,853000,-22000,87,97,82,0.8,0.85,0,0,0,0,80,0.85,0.79,0,0,80,0.85,0.79,0,0,0,0,0,0,0,0,0,80,0,78,82,106,106,106,0,0
Tim Taranto,MID,939000,-41000,96,121,70,0.9,0.65,0.82,-0.01,0,0,80,0.89,0.75,0.83,0,80,0.89,0.75,0.83,0,0.03,0,0,0,-0.01,0,0,89,70,89,70,74,91,98,0,0
Joel Jeffrey,DEF,620000,16000,63,50,0,0,0,0,0,0,-0.29,80,0.79,0.84,0,0.29,80,0.79,0.84,0,0.29,0,0,0,0,0,-0.01,-0.1,80,0,0,80,29,29,29,0,0
Bailey Scott,MID,811000,-10000,83,87,81,0.84,0.8,0,0,0,0,80,0.83,0.81,0,0,80,0.83,0.81,0,0,0,0,0,0,0,0,0,81,79,81,79,54,79,56,0,0
Lloyd Meek,RUC,878000,-29000,90,118,65,0.8,0.68,0.91,0,0,0,79,0.83,0.8,0.89,0,79,0.83,0.8,0.89,0,0.09,0,0,0,0,0,0,79,0,63,88,109,77,72,0,0
Jackson Mead,MID/FWD,642000,23000,66,43,98,0.78,1.05,0.29,0.23,0,0,79,0.81,0.82,0.18,0,79,0.81,0.82,0.18,0,0,0,0,0,0,0,0,98,59,98,59,60,60,60,0,0
Matt Johnson,MID,672000,36000,69,57,68,0.7,0.81,0.18,-0.32,0,0,79,0.75,0.87,0.34,0,79,0.75,0.87,0.34,0,0,0,0,0,0,0,0,0,79,68,89,48,61,61,0,0
Luke Ryan,DEF,976000,-72000,100,128,90,0.91,0.82,0,0,0.46,-0.1,78,0.9,0.72,0,0.51,78,0.9,0.72,0,0.51,0.03,0,0,0,-0.01,0,0,0,78,90,66,63,68,72,0,0
Liam Ryan,FWD,612000,12000,63,50,78,0.86,0.76,0,0,0,0,78,0.86,0.76,0,0,78,0.86,0.76,0,0,0,0,0,0,0,0,0,0,78,0,78,57,50,53,0,0
Sam Draper,RUC,709000,22000,73,67,67,0.91,0.61,0.37,0.01,0,0,78,0.87,0.75,0.37,0,78,0.87,0.75,0.37,0,0.06,0,0,0,0,0,0,0,78,67,88,49,60,52,0,0
Daniel Rioli,DEF,849000,-8000,87,94,0,0,0,0,0,0,0,78,0.82,0.79,0,0,78,0.82,0.79,0,0,0.03,0,0,0,-0.01,-0.01,0,78,0,0,78,87,79,64,0,0
Thomson Dow,MID,590000,61000,60,40,59,0.79,0.62,0.5,0.12,0,0,77,0.79,0.81,0.44,0,77,0.79,0.81,0.44,0,0.01,0,0,0,0,0,0,95,59,95,59,50,55,61,0,0
Liam Baker,MID/FWD,783000,-22000,80,82,92,0.83,0.92,0.83,0.83,0,-0.19,77,0.83,0.77,0.41,0.09,77,0.83,0.77,0.41,0.09,0.05,0.01,0,0,0,0,0,0,77,61,92,53,61,63,0,0
Nick Bryan,RUC,654000,31000,67,54,72,0.7,0.86,0.63,-0.01,0,0,77,0.67,0.97,0.63,0,77,0.67,0.97,0.63,0,0.02,0,0,0,0,0,0,0,77,72,81,39,39,39,0,0
Mitchell Hinge,DEF,827000,-22000,85,96,74,0.8,0.77,0,0,0.3,0.3,77,0.77,0.84,0,0.15,77,0.77,0.84,0,0.15,0.01,0,0,0,0,0,0,77,0,79,74,56,81,76,0,0
Daniel McStay,FWD,593000,103000,61,28,63,0.84,0.62,0,-0.16,0,0,76,0.83,0.77,0.16,0,76,0.83,0.77,0.16,0,0.02,0,0,0,0,0,0,94,42,124,53,0,0,0,0,0
Ryan Lester,DEF,674000,6000,69,56,94,0.78,1,0,0,0,-0.11,76,0.84,0.77,0,0.06,76,0.84,0.77,0,0.06,0,0,0,0,0,0,0,76,0,94,57,47,48,46,0,0
Jack Ross,MID,706000,38000,72,74,38,0.83,0.38,0.26,0.14,0,0,76,0.81,0.79,0.19,0,76,0.81,0.79,0.19,0,0.01,0,0,0,0,0,0,114,38,114,38,74,71,64,0,0
Dan Houston,DEF,922000,-42000,94,123,60,0.8,0.62,0,0,0.2,-0.13,76,0.79,0.8,0,0.27,76,0.79,0.8,0,0.27,0.05,0,0,0,-0.01,-0.02,-0.1,76,0,92,60,0,0,0,0,0
Mark Blicavs,MID,709000,5000,73,66,84,0.82,0.85,0.31,0.13,0,0,76,0.81,0.78,0.24,0,76,0.81,0.78,0.24,0,0,0,0,0,0,0,0,68,84,68,84,53,89,76,0,0
Cameron Mackenzie,MID,652000,54000,67,50,82,0.65,1.05,0.3,-0.4,0,0,75,0.7,0.9,0.44,0,75,0.7,0.9,0.44,0,0.02,0,0,0,0,0,0,75,0,68,79,50,35,35,0,0
Ed Langdon,MID,799000,-15000,82,94,66,0.83,0.66,0.45,0.41,0,0,75,0.92,0.68,0.25,0,75,0.92,0.68,0.25,0,0,0,0,0,0,0,0,0,75,83,66,140,87,85,0,0
Xavier Duursma,MID,830000,-9000,85,105,47,0.78,0.5,0,-0.03,0,0,75,0.81,0.77,0.02,0,75,0.81,0.77,0.02,0,0,0,0,0,0,0,0,0,75,47,103,99,99,99,0,0
