playerId,teamId,snapshot_season,snapshot_round,player_name,position,teamNickname,cba,cba_prop,cba_team,ki,ki_team,ki_po_team,ki_po,ki_po_prop,ki_prop,rc,rc_team,rc_prop
CD_I1014628,CD_T7889,2025,2,Taylah Levy,FWD,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1014662,CD_T8098,2025,2,Kiera Mueller,DEF,Crows,0,0,16,1,9,9,1,100,11.1111111111111,0,67,0
CD_I1014663,CD_T8098,2025,2,Zoe Prowse,DEF,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1014781,CD_T8788,2025,2,Emelia Yassir,FWD,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1014785,CD_T8467,2025,2,Zali Friswell,FWD,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1014793,CD_T7386,2025,2,Tahlia Gillard,DEF,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1014810,CD_T8467,2025,2,Georgie Prespakis,MID,Cats,29,181.25,16,0,5,3,0,,0,0,67,0
CD_I1014835,CD_T8796,2025,2,Tyanna Smith,MID,St Kilda,23,121.052631578947,19,0,11,9,0,,0,0,64,0
CD_I1014841,CD_T8796,2025,2,Ashleigh Richards,FWD,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1014869,CD_T9407,2025,2,Jenna Richardson,DEF,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1014873,CD_T8096,2025,2,Tarni Brown,FWD,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1014882,CD_T8788,2025,2,Laura McClelland,FWD,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1014904,CD_T7386,2025,2,Megan Fitzsimon,MID,Demons,8,42.1052631578947,19,0,3,2,0,,0,0,64,0
CD_I1014917,CD_T8097,2025,2,Lily-Rose Williamson,MID,Magpies,1,8.33333333333333,12,0,1,0,0,,0,0,63,0
CD_I1014962,CD_T8796,2025,2,Ella Friend,DEF,St Kilda,0,0,19,3,11,9,3,100,27.2727272727273,0,64,0
CD_I1014991,CD_T8096,2025,2,Keeley Skepper,MID,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1015012,CD_T9408,2025,2,Ally Morphett,RUC,Swans,29,131.818181818182,22,0,3,3,0,,0,76,56,135.714285714286
CD_I1015025,CD_T7386,2025,2,Georgia Gall,FWD,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1015029,CD_T7386,2025,2,Maeve Chaplin,DEF,Demons,0,0,19,2,3,2,2,100,66.6666666666667,0,64,0
CD_I1015047,CD_T8096,2025,2,Mimi Hill,MID,Blues,18,200,9,0,12,7,0,,0,0,59,0
CD_I1015053,CD_T8097,2025,2,Alana Porter,FWD,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1015060,CD_T8796,2025,2,Nicola Xenos,MID,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1015068,CD_T8786,2025,2,Charlie Rowbottom,MID,SUNS,26,118.181818181818,22,0,13,9,0,,0,1,56,1.78571428571429
CD_I1015070,CD_T8097,2025,2,Eliza James,FWD,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1015088,CD_T7386,2025,2,Elizabeth McNamara,MID,Demons,3,15.7894736842105,19,0,3,2,0,,0,0,64,0
CD_I1015091,CD_T7387,2025,2,Sarah Hartwig,FWD,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1015094,CD_T8796,2025,2,Alice Burke,DEF,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1015097,CD_T8466,2025,2,Bella Eddey,MID,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1015105,CD_T7889,2025,2,Daisy Walker,DEF,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1015124,CD_T8466,2025,2,Ruby Tripodi,MID,Kangaroos,20,111.111111111111,18,0,3,2,0,,0,0,47,0
CD_I1015137,CD_T7387,2025,2,Isabelle Pritchard,MID,Bulldogs,19,158.333333333333,12,0,3,2,0,,0,0,67,0
CD_I1015147,CD_T8796,2025,2,Charlotte Baskaran,MID,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1015152,CD_T9408,2025,2,Montana Ham,FWD,Swans,19,86.3636363636364,22,0,3,3,0,,0,1,56,1.78571428571429
CD_I1015163,CD_T8796,2025,2,Kiera Whiley,DEF,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1015174,CD_T9408,2025,2,Ash Van Loon,DEF,Swans,0,0,22,0,3,3,0,,0,0,56,0
CD_I1015175,CD_T8466,2025,2,Tess Craven,FWD,Kangaroos,0,0,18,3,3,2,2,150,100,0,47,0
CD_I1015181,CD_T9408,2025,2,Darcy Moloney,MID,Swans,14,63.6363636363636,22,0,3,3,0,,0,0,56,0
CD_I1015182,CD_T9406,2025,2,Mia Van Dyke,DEF,Bombers,0,0,12,0,1,1,0,,0,0,61,0
CD_I1015189,CD_T7387,2025,2,Keeley Hardingham,RUC,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1015193,CD_T8467,2025,2,Gabbi Featherston,FWD,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1015195,CD_T8097,2025,2,Annie Lee,DEF,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1015201,CD_T7387,2025,2,Analea McKee,RUC,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1016781,CD_T8786,2025,2,Ella Maurer,FWD,SUNS,0,0,22,7,13,9,7,100,53.8461538461539,0,56,0
CD_I1016865,CD_T8788,2025,2,Poppy Kelly,RUC,Richmond,23,191.666666666667,12,0,5,4,0,,0,93,66,140.909090909091
CD_I1016868,CD_T8796,2025,2,Hannah Stuart,DEF,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1016904,CD_T8466,2025,2,Sarah Wright,DEF,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1016938,CD_T7887,2025,2,Ruby Svarc,FWD,Lions,0,0,25,0,5,2,0,,0,0,62,0
CD_I1016956,CD_T7889,2025,2,Vivien Saad,DEF,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1016971,CD_T7387,2025,2,Ellie Gavalas,MID,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1017023,CD_T8788,2025,2,Rebecca Miller,DEF,Richmond,0,0,12,2,5,4,2,100,40,1,66,1.51515151515152
CD_I1017025,CD_T8788,2025,2,Gabby Seymour,DEF,Richmond,0,0,12,1,5,4,1,100,20,0,66,0
CD_I1017029,CD_T8097,2025,2,Grace Campbell,FWD,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1017286,CD_T7889,2025,2,Emily Pease,DEF,GIANTS,0,0,12,11,9,8,10,110,122.222222222222,0,63,0
CD_I1017292,CD_T7889,2025,2,Tarni Evans,FWD,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1017314,CD_T8786,2025,2,Daisy D'Arcy,DEF,SUNS,0,0,22,0,13,9,0,,0,0,56,0
CD_I1017322,CD_T8786,2025,2,Wallis Randell,DEF,SUNS,0,0,22,5,13,9,1,500,38.4615384615385,0,56,0
CD_I1017328,CD_T8098,2025,2,Lily Tarlinton,FWD,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1017333,CD_T8787,2025,2,Isabella Lewis,MID,Eagles,1,8.33333333333333,12,0,7,6,0,,0,0,62,0
CD_I1017342,CD_T8787,2025,2,Sophie McDonald,DEF,Eagles,0,0,12,0,7,6,0,,0,0,62,0
CD_I1017347,CD_T7886,2025,2,Mim Strom,RUC,Dockers,34,136,25,0,3,2,0,,0,107,62,172.58064516129
CD_I1017514,CD_T8787,2025,2,Liz McGrath,RUC,Eagles,21,175,12,0,7,6,0,,0,85,62,137.096774193548
CD_I1018403,CD_T8466,2025,2,Eilish Sheerin,MID,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1018405,CD_T8467,2025,2,Jacqueline Parry,FWD,Cats,0,0,16,0,5,3,0,,0,11,67,16.4179104477612
CD_I1018874,CD_T8098,2025,2,Niamh Kelly,MID,Crows,3,18.75,16,0,9,9,0,,0,0,67,0
CD_I1018875,CD_T8098,2025,2,Grace Kelly,MID,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1018949,CD_T7886,2025,2,Aine Tighe,FWD,Dockers,0,0,25,0,3,2,0,,0,0,62,0
CD_I1018953,CD_T9407,2025,2,Aileen Gilroy,FWD,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1018955,CD_T8467,2025,2,Kate Surman,FWD,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1018966,CD_T7386,2025,2,Sinead Goldrick,MID,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1019034,CD_T7887,2025,2,Orla O'Dwyer,MID,Lions,0,0,25,0,5,2,0,,0,0,62,0
CD_I1019035,CD_T9407,2025,2,Greta Bodey,FWD,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1019053,CD_T7887,2025,2,Catherine Svarc,MID,Lions,16,64,25,0,5,2,0,,0,0,62,0
CD_I1019057,CD_T7887,2025,2,Dakota Davidson,FWD,Lions,0,0,25,0,5,2,0,,0,0,62,0
CD_I1019059,CD_T9409,2025,2,Maria Moloney,MID,Power,11,61.1111111111111,18,0,9,5,0,,0,0,47,0
CD_I1019060,CD_T9409,2025,2,Janelle Cuthbertson,DEF,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1019431,CD_T8098,2025,2,Brooke Tonon,FWD,Crows,0,0,16,1,9,9,1,100,11.1111111111111,0,67,0
CD_I1019456,CD_T8098,2025,2,Keeley Kustermann,FWD,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1019503,CD_T8098,2025,2,Hannah Ewings,FWD,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1019509,CD_T9409,2025,2,Katelyn Pope,MID,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1019681,CD_T8788,2025,2,Charley Ryan,FWD,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1019689,CD_T8796,2025,2,Amber Clarke,FWD,St Kilda,9,47.3684210526316,19,0,11,9,0,,0,0,64,0
CD_I1019693,CD_T8098,2025,2,Brooke Smith,DEF,Crows,0,0,16,0,9,9,0,,0,0,67,0
CD_I1019700,CD_T9407,2025,2,Mackenzie Eardley,FWD,Hawks,0,0,9,0,10,10,0,,0,10,59,16.9491525423729
CD_I1019705,CD_T9406,2025,2,Mia Busch,DEF,Bombers,0,0,12,0,1,1,0,,0,0,61,0
CD_I1019711,CD_T8096,2025,2,Keeley Sherar,MID,Blues,19,211.111111111111,9,0,12,7,0,,0,0,59,0
CD_I1019713,CD_T7386,2025,2,Georgia Campbell,RUC,Demons,12,63.1578947368421,19,0,3,2,0,,0,42,64,65.625
CD_I1019724,CD_T8097,2025,2,Carly Remmos,MID,Magpies,18,150,12,0,1,0,0,,0,0,63,0
CD_I1019734,CD_T8796,2025,2,Charlotte Simpson,MID,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1019736,CD_T8096,2025,2,Yasmin Duursma,DEF,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1019762,CD_T8788,2025,2,Paige Scott,FWD,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1019806,CD_T7386,2025,2,Jemma Rigoni,DEF,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1019811,CD_T8466,2025,2,Alice O'Loughlin,FWD,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1019817,CD_T8097,2025,2,Charlotte Taylor,DEF,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1019819,CD_T8096,2025,2,Brooke Vickers,MID,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1019821,CD_T9407,2025,2,Jasmine Fleming,MID,Hawks,6,66.6666666666667,9,0,10,10,0,,0,0,59,0
CD_I1019828,CD_T9407,2025,2,Keely Coyne,DEF,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1019830,CD_T9407,2025,2,Bridie Hipwell,FWD,Hawks,2,22.2222222222222,9,0,10,10,0,,0,0,59,0
CD_I1019834,CD_T9408,2025,2,Sofia Hurley,MID,Swans,18,81.8181818181818,22,0,3,3,0,,0,0,56,0
CD_I1019848,CD_T7889,2025,2,Meghan Gaffney,FWD,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1019849,CD_T7889,2025,2,Claire Ransom,MID,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1019883,CD_T9407,2025,2,Laura Elliott,DEF,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1019887,CD_T8096,2025,2,Amelia Velardo,DEF,Blues,0,0,9,5,12,7,4,125,41.6666666666667,0,59,0
CD_I1021365,CD_T8786,2025,2,Annabel Kievit,MID,SUNS,0,0,22,0,13,9,0,,0,2,56,3.57142857142857
CD_I1021367,CD_T8796,2025,2,J'Noemi Anderson,MID,St Kilda,5,26.3157894736842,19,0,11,9,0,,0,0,64,0
CD_I1021399,CD_T7886,2025,2,Jessica Low,DEF,Dockers,0,0,25,0,3,2,0,,0,0,62,0
CD_I1021409,CD_T9406,2025,2,Matilda Dyke,RUC,Bombers,20,166.666666666667,12,0,1,1,0,,0,44,61,72.1311475409836
CD_I1021410,CD_T7886,2025,2,Dana East,MID,Dockers,14,56,25,0,3,2,0,,0,1,62,1.61290322580645
CD_I1021411,CD_T8787,2025,2,Amy Franklin,FWD,Eagles,0,0,12,0,7,6,0,,0,1,62,1.61290322580645
CD_I1021412,CD_T9406,2025,2,Maggie MacLachlan,MID,Bombers,2,16.6666666666667,12,0,1,1,0,,0,0,61,0
CD_I1021415,CD_T8787,2025,2,Courtney Rowley,MID,Eagles,1,8.33333333333333,12,0,7,6,0,,0,0,62,0
CD_I1021416,CD_T8787,2025,2,Beth Schilling,DEF,Eagles,0,0,12,0,7,6,0,,0,0,62,0
CD_I1021417,CD_T7886,2025,2,Poppy Stockwell,FWD,Dockers,0,0,25,0,3,2,0,,0,0,62,0
CD_I1021419,CD_T8787,2025,2,Charlotte Thomas,DEF,Eagles,0,0,12,12,7,6,9,133.333333333333,171.428571428571,0,62,0
CD_I1021436,CD_T7889,2025,2,Mikayla Pauga,MID,GIANTS,4,33.3333333333333,12,0,9,8,0,,0,1,63,1.58730158730159
CD_I1021441,CD_T7887,2025,2,Charlotte Mullins,FWD,Lions,0,0,25,0,5,2,0,,0,0,62,0
CD_I1021454,CD_T8467,2025,2,Caitlin Thorne,FWD,Cats,2,12.5,16,0,5,3,0,,0,0,67,0
CD_I1021456,CD_T8786,2025,2,Lucy Single,MID,SUNS,27,122.727272727273,22,0,13,9,0,,0,0,56,0
CD_I1021460,CD_T9408,2025,2,Giselle Davies,RUC,Swans,0,0,22,0,3,3,0,,0,0,56,0
CD_I1021524,CD_T8788,2025,2,Libby Graham,DEF,Richmond,0,0,12,1,5,4,1,100,20,0,66,0
CD_I1021527,CD_T9406,2025,2,Brooke Brown,DEF,Bombers,0,0,12,0,1,1,0,,0,0,61,0
CD_I1021528,CD_T8466,2025,2,Amy Smith,MID,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1021529,CD_T8788,2025,2,Tessa Lavey,MID,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1021530,CD_T7887,2025,2,Shanae Davison,FWD,Lions,0,0,25,1,5,2,1,100,20,0,62,0
CD_I1021793,CD_T8796,2025,2,Paige Trudgeon,DEF,St Kilda,0,0,19,0,11,9,0,,0,1,64,1.5625
CD_I1021819,CD_T9407,2025,2,Sophie Butterworth,FWD,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1021822,CD_T9407,2025,2,Mikayla Williamson,MID,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1021824,CD_T9407,2025,2,Hayley McLaughlin,FWD,Hawks,0,0,9,0,10,10,0,,0,0,59,0
CD_I1021827,CD_T7889,2025,2,Indigo Linde,MID,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1021828,CD_T7386,2025,2,Alyssia Pisano,FWD,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1021834,CD_T8466,2025,2,Georgia Stubs,DEF,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1021837,CD_T9407,2025,2,Laura Stone,FWD,Hawks,11,122.222222222222,9,0,10,10,0,,0,0,59,0
CD_I1021844,CD_T9407,2025,2,Jess Vukic,RUC,Hawks,4,44.4444444444444,9,0,10,10,0,,0,29,59,49.1525423728814
CD_I1021845,CD_T7386,2025,2,Jacinta Hose,RUC,Demons,0,0,19,0,3,2,0,,0,0,64,0
CD_I1021851,CD_T8788,2025,2,Lulu Beatty,MID,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1021853,CD_T7387,2025,2,Rylie Wilcox,DEF,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1021878,CD_T8096,2025,2,Lou-Lou Field,DEF,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1021879,CD_T7387,2025,2,Kristie-Lee Weston-Turner,FWD,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1021884,CD_T9408,2025,2,Sarah Grunden,FWD,Swans,0,0,22,0,3,3,0,,0,0,56,0
CD_I1021893,CD_T7387,2025,2,Brooke Barwick,MID,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1021894,CD_T7889,2025,2,Madison Brazendale,MID,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1021895,CD_T8097,2025,2,Georgia Clark,FWD,Magpies,0,0,12,0,1,0,0,,0,0,63,0
CD_I1021898,CD_T7886,2025,2,Tunisha Kikoak,FWD,Dockers,0,0,25,0,3,2,0,,0,2,62,3.2258064516129
CD_I1021923,CD_T8788,2025,2,Sierra Grieves,MID,Richmond,0,0,12,0,5,4,0,,0,0,66,0
CD_I1021924,CD_T8096,2025,2,Lila Keck,MID,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1021927,CD_T8467,2025,2,Bryde O'Rourke,FWD,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1021929,CD_T8786,2025,2,Keely Fullerton,DEF,SUNS,0,0,22,0,13,9,0,,0,0,56,0
CD_I1021933,CD_T8467,2025,2,Alexis Gregor,FWD,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1021945,CD_T8796,2025,2,Rebecca Ott,DEF,St Kilda,25,131.578947368421,19,0,11,9,0,,0,81,64,126.5625
CD_I1022101,CD_T8096,2025,2,Eliza Wood,FWD,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1022111,CD_T9407,2025,2,Eliza West,MID,Hawks,16,177.777777777778,9,0,10,10,0,,0,0,59,0
CD_I1022112,CD_T8097,2025,2,Imogen Barnett,FWD,Magpies,24,200,12,0,1,0,0,,0,76,63,120.634920634921
CD_I1022127,CD_T8467,2025,2,Claudia Gunjaca,DEF,Cats,0,0,16,0,5,3,0,,0,0,67,0
CD_I1022133,CD_T8787,2025,2,Annabel Johnson,DEF,Eagles,0,0,12,0,7,6,0,,0,0,62,0
CD_I1022181,CD_T9409,2025,2,Shineah Goody,MID,Power,4,22.2222222222222,18,0,9,5,0,,0,0,47,0
CD_I1022192,CD_T8786,2025,2,Meara Girvan,DEF,SUNS,0,0,22,0,13,9,0,,0,0,56,0
CD_I1022193,CD_T8098,2025,2,Sarah Goodwin,DEF,Crows,5,31.25,16,0,9,9,0,,0,0,67,0
CD_I1022196,CD_T9409,2025,2,Piper Window,FWD,Power,12,66.6666666666667,18,0,9,5,0,,0,0,47,0
CD_I1022203,CD_T7387,2025,2,Elaine Grigg,FWD,Bulldogs,1,8.33333333333333,12,0,3,2,0,,0,0,67,0
CD_I1022210,CD_T9409,2025,2,Sachi Syme,MID,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1022220,CD_T9409,2025,2,Molly Brooksby,DEF,Power,0,0,18,11,9,5,7,157.142857142857,122.222222222222,0,47,0
CD_I1022224,CD_T8098,2025,2,Brooke Boileau,FWD,Crows,7,43.75,16,0,9,9,0,,0,0,67,0
CD_I1022236,CD_T8096,2025,2,Jessica Good,RUC,Blues,15,166.666666666667,9,0,12,7,0,,0,62,59,105.084745762712
CD_I1022248,CD_T9409,2025,2,Lauren Young,FWD,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1022299,CD_T9409,2025,2,Amelie Borg,DEF,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1022350,CD_T9408,2025,2,Cynthia Hamilton,FWD,Swans,2,9.09090909090909,22,0,3,3,0,,0,0,56,0
CD_I1022358,CD_T7889,2025,2,Zarlie Goldsworthy,FWD,GIANTS,25,208.333333333333,12,0,9,8,0,,0,0,63,0
CD_I1022685,CD_T9406,2025,2,Brooke Sheridan,DEF,Bombers,0,0,12,0,1,1,0,,0,0,61,0
CD_I1022689,CD_T8467,2025,2,Bella K. Smith,FWD,Cats,7,43.75,16,0,5,3,0,,0,0,67,0
CD_I1022691,CD_T8786,2025,2,Ella Smith,MID,SUNS,0,0,22,0,13,9,0,,0,0,56,0
CD_I1022695,CD_T7387,2025,2,Jasmyn Smith,MID,Bulldogs,0,0,12,0,3,2,0,,0,0,67,0
CD_I1022701,CD_T8796,2025,2,Alana Gee,MID,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1022723,CD_T7889,2025,2,Brodee Mowbray,FWD,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1022726,CD_T9409,2025,2,Teagan Germech,DEF,Power,0,0,18,0,9,5,0,,0,6,47,12.7659574468085
CD_I1022736,CD_T7889,2025,2,Jessica Doyle,FWD,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1022738,CD_T9408,2025,2,Ruby Sargent-Wilson,DEF,Swans,0,0,22,0,3,3,0,,0,0,56,0
CD_I1022744,CD_T8096,2025,2,Madeline Hendrie,RUC,Blues,0,0,9,0,12,7,0,,0,0,59,0
CD_I1022745,CD_T9409,2025,2,Ella Heads,DEF,Power,11,61.1111111111111,18,0,9,5,0,,0,0,47,0
CD_I1022775,CD_T8787,2025,2,Lucia Painter,MID,Eagles,3,25,12,0,7,6,0,,0,0,62,0
CD_I1022776,CD_T9409,2025,2,Caitlin Wendland,FWD,Power,0,0,18,0,9,5,0,,0,0,47,0
CD_I1022818,CD_T8787,2025,2,Sarah Lakay,RUC,Eagles,2,16.6666666666667,12,0,7,6,0,,0,13,62,20.9677419354839
CD_I1022823,CD_T8787,2025,2,Ella Roberts,MID,Eagles,18,150,12,0,7,6,0,,0,0,62,0
CD_I1022825,CD_T8787,2025,2,Lauren Wakfer,RUC,Eagles,0,0,12,0,7,6,0,,0,13,62,20.9677419354839
CD_I1022885,CD_T8466,2025,2,Taylah Gatt,MID,Kangaroos,0,0,18,0,3,2,0,,0,0,47,0
CD_I1023389,CD_T9406,2025,2,Chloe Adams,MID,Bombers,0,0,12,0,1,1,0,,0,0,61,0
CD_I1023427,CD_T8796,2025,2,Lilu Hung,FWD,St Kilda,0,0,19,0,11,9,0,,0,0,64,0
CD_I1023433,CD_T7889,2025,2,Sara Howley,MID,GIANTS,0,0,12,0,9,8,0,,0,0,63,0
CD_I1023815,CD_T8787,2025,2,Abbygail Bushby,FWD,Eagles,8,66.6666666666667,12,0,7,6,0,,0,0,62,0
CD_I1023842,CD_T9408,2025,2,Zippy Fish,MID,Swans,2,9.09090909090909,22,7,3,3,7,100,233.333333333333,0,56,0
CD_I1023857,CD_T8787,2025,2,Georgie Cleaver,DEF,Eagles,0,0,12,0,7,6,0,,0,0,62,0
CD_I1023943,CD_T9409,2025,2,Matilda Scholz,RUC,Power,27,150,18,0,9,5,0,,0,78,47,165.957446808511
